fund_name,date,nav
HDFC Top 100 Fund - Direct Plan - Growth,17-03-2017,141.01340
HDFC Top 100 Fund - Direct Plan - Growth,16-03-2017,141.01100
HDFC Top 100 Fund - Direct Plan - Growth,15-03-2017,140.88030
HDFC Top 100 Fund - Direct Plan - Growth,14-03-2017,140.44760
HDFC Top 100 Fund - Direct Plan - Growth,10-03-2017,140.36020
HDFC Top 100 Fund - Direct Plan - Growth,09-03-2017,140.59250
HDFC Top 100 Fund - Direct Plan - Growth,08-03-2017,140.62170
HDFC Top 100 Fund - Direct Plan - Growth,07-03-2017,140.67150
HDFC Top 100 Fund - Direct Plan - Growth,06-03-2017,140.72140
HDFC Top 100 Fund - Direct Plan - Growth,03-03-2017,140.89390
HDFC Top 100 Fund - Direct Plan - Growth,02-03-2017,140.69310
HDFC Top 100 Fund - Direct Plan - Growth,01-03-2017,140.62910
HDFC Top 100 Fund - Direct Plan - Growth,28-02-2017,140.87850
HDFC Top 100 Fund - Direct Plan - Growth,27-02-2017,140.86120
HDFC Top 100 Fund - Direct Plan - Growth,23-02-2017,140.65600
HDFC Top 100 Fund - Direct Plan - Growth,22-02-2017,140.54820
HDFC Top 100 Fund - Direct Plan - Growth,20-02-2017,140.72010
HDFC Top 100 Fund - Direct Plan - Growth,17-02-2017,140.85440
HDFC Top 100 Fund - Direct Plan - Growth,16-02-2017,140.85500
HDFC Top 100 Fund - Direct Plan - Growth,15-02-2017,140.74250
HDFC Top 100 Fund - Direct Plan - Growth,14-02-2017,140.67690
HDFC Top 100 Fund - Direct Plan - Growth,13-02-2017,140.77410
HDFC Top 100 Fund - Direct Plan - Growth,10-02-2017,140.69580
HDFC Top 100 Fund - Direct Plan - Growth,09-02-2017,140.39610
HDFC Top 100 Fund - Direct Plan - Growth,08-02-2017,141.04980
HDFC Top 100 Fund - Direct Plan - Growth,07-02-2017,142.84260
HDFC Top 100 Fund - Direct Plan - Growth,06-02-2017,142.86730
HDFC Top 100 Fund - Direct Plan - Growth,03-02-2017,142.84110
HDFC Top 100 Fund - Direct Plan - Growth,02-02-2017,142.84980
HDFC Top 100 Fund - Direct Plan - Growth,01-02-2017,142.70800
HDFC Top 100 Fund - Direct Plan - Growth,31-01-2017,142.65130
HDFC Top 100 Fund - Direct Plan - Growth,30-01-2017,142.64240
HDFC Top 100 Fund - Direct Plan - Growth,27-01-2017,142.58030
HDFC Top 100 Fund - Direct Plan - Growth,25-01-2017,142.50210
HDFC Top 100 Fund - Direct Plan - Growth,24-01-2017,142.42360
HDFC Top 100 Fund - Direct Plan - Growth,23-01-2017,142.36200
HDFC Top 100 Fund - Direct Plan - Growth,20-01-2017,142.29400
HDFC Top 100 Fund - Direct Plan - Growth,19-01-2017,142.25840
HDFC Top 100 Fund - Direct Plan - Growth,18-01-2017,142.34670
HDFC Top 100 Fund - Direct Plan - Growth,17-01-2017,142.40580
HDFC Top 100 Fund - Direct Plan - Growth,16-01-2017,142.32470
HDFC Top 100 Fund - Direct Plan - Growth,13-01-2017,142.34550
HDFC Top 100 Fund - Direct Plan - Growth,12-01-2017,142.43830
HDFC Top 100 Fund - Direct Plan - Growth,11-01-2017,142.25590
HDFC Top 100 Fund - Direct Plan - Growth,10-01-2017,142.22260
HDFC Top 100 Fund - Direct Plan - Growth,09-01-2017,142.19570
HDFC Top 100 Fund - Direct Plan - Growth,06-01-2017,142.16450
HDFC Top 100 Fund - Direct Plan - Growth,05-01-2017,142.16620
HDFC Top 100 Fund - Direct Plan - Growth,04-01-2017,142.18840
HDFC Top 100 Fund - Direct Plan - Growth,03-01-2017,141.86370
HDFC Top 100 Fund - Direct Plan - Growth,02-01-2017,142.01280
HDFC Top 100 Fund - Direct Plan - Growth,30-12-2016,141.06530
HDFC Top 100 Fund - Direct Plan - Growth,29-12-2016,140.85390
HDFC Top 100 Fund - Direct Plan - Growth,28-12-2016,140.47990
HDFC Top 100 Fund - Direct Plan - Growth,27-12-2016,140.46350
HDFC Top 100 Fund - Direct Plan - Growth,26-12-2016,140.57630
HDFC Top 100 Fund - Direct Plan - Growth,23-12-2016,140.75400
HDFC Top 100 Fund - Direct Plan - Growth,22-12-2016,140.89220
HDFC Top 100 Fund - Direct Plan - Growth,21-12-2016,141.11870
HDFC Top 100 Fund - Direct Plan - Growth,20-12-2016,141.05140
HDFC Top 100 Fund - Direct Plan - Growth,19-12-2016,140.97310
HDFC Top 100 Fund - Direct Plan - Growth,16-12-2016,140.91440
HDFC Top 100 Fund - Direct Plan - Growth,15-12-2016,140.95430
HDFC Top 100 Fund - Direct Plan - Growth,14-12-2016,141.49950
HDFC Top 100 Fund - Direct Plan - Growth,13-12-2016,141.41490
HDFC Top 100 Fund - Direct Plan - Growth,09-12-2016,141.26740
HDFC Top 100 Fund - Direct Plan - Growth,08-12-2016,141.32800
HDFC Top 100 Fund - Direct Plan - Growth,07-12-2016,141.47590
HDFC Top 100 Fund - Direct Plan - Growth,06-12-2016,142.77470
HDFC Top 100 Fund - Direct Plan - Growth,05-12-2016,142.67270
HDFC Top 100 Fund - Direct Plan - Growth,02-12-2016,142.55390
HDFC Top 100 Fund - Direct Plan - Growth,01-12-2016,142.66780
HDFC Top 100 Fund - Direct Plan - Growth,30-11-2016,142.54170
HDFC Top 100 Fund - Direct Plan - Growth,29-11-2016,142.22120
HDFC Top 100 Fund - Direct Plan - Growth,28-11-2016,142.32860
HDFC Top 100 Fund - Direct Plan - Growth,25-11-2016,142.79660
HDFC Top 100 Fund - Direct Plan - Growth,24-11-2016,142.94180
HDFC Top 100 Fund - Direct Plan - Growth,23-11-2016,142.37940
HDFC Top 100 Fund - Direct Plan - Growth,22-11-2016,142.06140
HDFC Top 100 Fund - Direct Plan - Growth,21-11-2016,142.00130
HDFC Top 100 Fund - Direct Plan - Growth,18-11-2016,141.21160
HDFC Top 100 Fund - Direct Plan - Growth,17-11-2016,141.29570
HDFC Top 100 Fund - Direct Plan - Growth,16-11-2016,141.21510
HDFC Top 100 Fund - Direct Plan - Growth,15-11-2016,140.63120
HDFC Top 100 Fund - Direct Plan - Growth,11-11-2016,139.58130
HDFC Top 100 Fund - Direct Plan - Growth,10-11-2016,139.76690
HDFC Top 100 Fund - Direct Plan - Growth,09-11-2016,139.53530
HDFC Top 100 Fund - Direct Plan - Growth,08-11-2016,139.02890
HDFC Top 100 Fund - Direct Plan - Growth,07-11-2016,138.93420
HDFC Top 100 Fund - Direct Plan - Growth,04-11-2016,138.84350
HDFC Top 100 Fund - Direct Plan - Growth,03-11-2016,138.90470
HDFC Top 100 Fund - Direct Plan - Growth,02-11-2016,138.92010
HDFC Top 100 Fund - Direct Plan - Growth,01-11-2016,138.92850
HDFC Top 100 Fund - Direct Plan - Growth,28-10-2016,138.90020
HDFC Top 100 Fund - Direct Plan - Growth,27-10-2016,138.89320
HDFC Top 100 Fund - Direct Plan - Growth,26-10-2016,138.93240
HDFC Top 100 Fund - Direct Plan - Growth,25-10-2016,138.91700
HDFC Top 100 Fund - Direct Plan - Growth,24-10-2016,138.98920
HDFC Top 100 Fund - Direct Plan - Growth,21-10-2016,138.92520
HDFC Top 100 Fund - Direct Plan - Growth,20-10-2016,138.92000
HDFC Top 100 Fund - Direct Plan - Growth,19-10-2016,138.96860
HDFC Top 100 Fund - Direct Plan - Growth,18-10-2016,138.97710
HDFC Top 100 Fund - Direct Plan - Growth,17-10-2016,138.86960
HDFC Top 100 Fund - Direct Plan - Growth,14-10-2016,138.85840
HDFC Top 100 Fund - Direct Plan - Growth,13-10-2016,138.97110
HDFC Top 100 Fund - Direct Plan - Growth,10-10-2016,139.00350
HDFC Top 100 Fund - Direct Plan - Growth,07-10-2016,138.77640
HDFC Top 100 Fund - Direct Plan - Growth,06-10-2016,138.89240
HDFC Top 100 Fund - Direct Plan - Growth,05-10-2016,138.92680
HDFC Top 100 Fund - Direct Plan - Growth,04-10-2016,138.50070
HDFC Top 100 Fund - Direct Plan - Growth,03-10-2016,138.24150
HDFC Top 100 Fund - Direct Plan - Growth,30-09-2016,137.86650
HDFC Top 100 Fund - Direct Plan - Growth,29-09-2016,137.73070
HDFC Top 100 Fund - Direct Plan - Growth,28-09-2016,138.02840
HDFC Top 100 Fund - Direct Plan - Growth,27-09-2016,137.94700
HDFC Top 100 Fund - Direct Plan - Growth,26-09-2016,137.83240
HDFC Top 100 Fund - Direct Plan - Growth,23-09-2016,137.56010
HDFC Top 100 Fund - Direct Plan - Growth,22-09-2016,137.42410
HDFC Top 100 Fund - Direct Plan - Growth,21-09-2016,137.09700
HDFC Top 100 Fund - Direct Plan - Growth,20-09-2016,136.99860
HDFC Top 100 Fund - Direct Plan - Growth,19-09-2016,137.01390
HDFC Top 100 Fund - Direct Plan - Growth,16-09-2016,136.97100
HDFC Top 100 Fund - Direct Plan - Growth,15-09-2016,136.89260
HDFC Top 100 Fund - Direct Plan - Growth,14-09-2016,136.82190
HDFC Top 100 Fund - Direct Plan - Growth,12-09-2016,136.85000
HDFC Top 100 Fund - Direct Plan - Growth,09-09-2016,136.90630
HDFC Top 100 Fund - Direct Plan - Growth,08-09-2016,136.85890
HDFC Top 100 Fund - Direct Plan - Growth,07-09-2016,136.79790
HDFC Top 100 Fund - Direct Plan - Growth,06-09-2016,136.54100
HDFC Top 100 Fund - Direct Plan - Growth,02-09-2016,136.35170
HDFC Top 100 Fund - Direct Plan - Growth,01-09-2016,136.35840
HDFC Top 100 Fund - Direct Plan - Growth,31-08-2016,136.35150
HDFC Top 100 Fund - Direct Plan - Growth,30-08-2016,136.31200
HDFC Top 100 Fund - Direct Plan - Growth,29-08-2016,136.22050
HDFC Top 100 Fund - Direct Plan - Growth,26-08-2016,136.07430
HDFC Top 100 Fund - Direct Plan - Growth,25-08-2016,136.02960
HDFC Top 100 Fund - Direct Plan - Growth,24-08-2016,135.91120
HDFC Top 100 Fund - Direct Plan - Growth,23-08-2016,135.75060
HDFC Top 100 Fund - Direct Plan - Growth,22-08-2016,135.71830
HDFC Top 100 Fund - Direct Plan - Growth,19-08-2016,135.86870
HDFC Top 100 Fund - Direct Plan - Growth,18-08-2016,135.73430
HDFC Top 100 Fund - Direct Plan - Growth,16-08-2016,135.89020
HDFC Top 100 Fund - Direct Plan - Growth,12-08-2016,135.81820
HDFC Top 100 Fund - Direct Plan - Growth,11-08-2016,135.82910
HDFC Top 100 Fund - Direct Plan - Growth,10-08-2016,135.58380
HDFC Top 100 Fund - Direct Plan - Growth,09-08-2016,135.36060
HDFC Top 100 Fund - Direct Plan - Growth,08-08-2016,135.03870
HDFC Top 100 Fund - Direct Plan - Growth,05-08-2016,134.93770
HDFC Top 100 Fund - Direct Plan - Growth,04-08-2016,134.86550
HDFC Top 100 Fund - Direct Plan - Growth,03-08-2016,134.73770
HDFC Top 100 Fund - Direct Plan - Growth,02-08-2016,134.84880
HDFC Top 100 Fund - Direct Plan - Growth,01-08-2016,134.97120
HDFC Top 100 Fund - Direct Plan - Growth,29-07-2016,134.73250
HDFC Top 100 Fund - Direct Plan - Growth,28-07-2016,134.59850
HDFC Top 100 Fund - Direct Plan - Growth,27-07-2016,134.17880
HDFC Top 100 Fund - Direct Plan - Growth,26-07-2016,134.15310
HDFC Top 100 Fund - Direct Plan - Growth,25-07-2016,134.09890
HDFC Top 100 Fund - Direct Plan - Growth,22-07-2016,133.96220
HDFC Top 100 Fund - Direct Plan - Growth,21-07-2016,133.85440
HDFC Top 100 Fund - Direct Plan - Growth,20-07-2016,133.74950
HDFC Top 100 Fund - Direct Plan - Growth,19-07-2016,133.61340
HDFC Top 100 Fund - Direct Plan - Growth,18-07-2016,133.48250
HDFC Top 100 Fund - Direct Plan - Growth,15-07-2016,133.46580
HDFC Top 100 Fund - Direct Plan - Growth,14-07-2016,133.39270
HDFC Top 100 Fund - Direct Plan - Growth,13-07-2016,133.32120
HDFC Top 100 Fund - Direct Plan - Growth,12-07-2016,133.01560
HDFC Top 100 Fund - Direct Plan - Growth,11-07-2016,132.68350
HDFC Top 100 Fund - Direct Plan - Growth,08-07-2016,132.56790
HDFC Top 100 Fund - Direct Plan - Growth,07-07-2016,132.51120
HDFC Top 100 Fund - Direct Plan - Growth,05-07-2016,132.38580
HDFC Top 100 Fund - Direct Plan - Growth,04-07-2016,132.14920
HDFC Top 100 Fund - Direct Plan - Growth,01-07-2016,132.04590
HDFC Top 100 Fund - Direct Plan - Growth,30-06-2016,131.86460
HDFC Top 100 Fund - Direct Plan - Growth,29-06-2016,131.80080
HDFC Top 100 Fund - Direct Plan - Growth,28-06-2016,131.70770
HDFC Top 100 Fund - Direct Plan - Growth,27-06-2016,131.66530
HDFC Top 100 Fund - Direct Plan - Growth,24-06-2016,131.48750
HDFC Top 100 Fund - Direct Plan - Growth,23-06-2016,131.46810
HDFC Top 100 Fund - Direct Plan - Growth,22-06-2016,131.40240
HDFC Top 100 Fund - Direct Plan - Growth,21-06-2016,131.31680
HDFC Top 100 Fund - Direct Plan - Growth,20-06-2016,131.24550
HDFC Top 100 Fund - Direct Plan - Growth,17-06-2016,131.19830
HDFC Top 100 Fund - Direct Plan - Growth,16-06-2016,131.16480
HDFC Top 100 Fund - Direct Plan - Growth,15-06-2016,131.08800
HDFC Top 100 Fund - Direct Plan - Growth,14-06-2016,131.04720
HDFC Top 100 Fund - Direct Plan - Growth,13-06-2016,131.01260
HDFC Top 100 Fund - Direct Plan - Growth,10-06-2016,131.03280
HDFC Top 100 Fund - Direct Plan - Growth,09-06-2016,131.00600
HDFC Top 100 Fund - Direct Plan - Growth,08-06-2016,130.97130
HDFC Top 100 Fund - Direct Plan - Growth,07-06-2016,130.94980
HDFC Top 100 Fund - Direct Plan - Growth,06-06-2016,130.94180
HDFC Top 100 Fund - Direct Plan - Growth,03-06-2016,130.80970
HDFC Top 100 Fund - Direct Plan - Growth,02-06-2016,130.77460
HDFC Top 100 Fund - Direct Plan - Growth,01-06-2016,130.73440
HDFC Top 100 Fund - Direct Plan - Growth,31-05-2016,130.75490
HDFC Top 100 Fund - Direct Plan - Growth,30-05-2016,130.74410
HDFC Top 100 Fund - Direct Plan - Growth,27-05-2016,130.66150
HDFC Top 100 Fund - Direct Plan - Growth,26-05-2016,130.63260
HDFC Top 100 Fund - Direct Plan - Growth,25-05-2016,130.63250
HDFC Top 100 Fund - Direct Plan - Growth,24-05-2016,130.60430
HDFC Top 100 Fund - Direct Plan - Growth,23-05-2016,130.57550
HDFC Top 100 Fund - Direct Plan - Growth,20-05-2016,130.46140
HDFC Top 100 Fund - Direct Plan - Growth,19-05-2016,130.48210
HDFC Top 100 Fund - Direct Plan - Growth,18-05-2016,130.42250
HDFC Top 100 Fund - Direct Plan - Growth,17-05-2016,130.44130
HDFC Top 100 Fund - Direct Plan - Growth,16-05-2016,130.42600
HDFC Top 100 Fund - Direct Plan - Growth,13-05-2016,130.35280
HDFC Top 100 Fund - Direct Plan - Growth,12-05-2016,130.37100
HDFC Top 100 Fund - Direct Plan - Growth,11-05-2016,130.30160
HDFC Top 100 Fund - Direct Plan - Growth,10-05-2016,130.26170
HDFC Top 100 Fund - Direct Plan - Growth,09-05-2016,130.21630
HDFC Top 100 Fund - Direct Plan - Growth,06-05-2016,130.09720
HDFC Top 100 Fund - Direct Plan - Growth,05-05-2016,130.07020
HDFC Top 100 Fund - Direct Plan - Growth,04-05-2016,130.03530
HDFC Top 100 Fund - Direct Plan - Growth,03-05-2016,129.97190
HDFC Top 100 Fund - Direct Plan - Growth,02-05-2016,129.97650
HDFC Top 100 Fund - Direct Plan - Growth,29-04-2016,129.91190
HDFC Top 100 Fund - Direct Plan - Growth,28-04-2016,129.84050
HDFC Top 100 Fund - Direct Plan - Growth,27-04-2016,129.79930
HDFC Top 100 Fund - Direct Plan - Growth,26-04-2016,129.77970
HDFC Top 100 Fund - Direct Plan - Growth,25-04-2016,129.77230
HDFC Top 100 Fund - Direct Plan - Growth,22-04-2016,129.71550
HDFC Top 100 Fund - Direct Plan - Growth,21-04-2016,129.63560
HDFC Top 100 Fund - Direct Plan - Growth,20-04-2016,129.76010
HDFC Top 100 Fund - Direct Plan - Growth,18-04-2016,129.75200
HDFC Top 100 Fund - Direct Plan - Growth,13-04-2016,129.55950
HDFC Top 100 Fund - Direct Plan - Growth,12-04-2016,129.68580
HDFC Top 100 Fund - Direct Plan - Growth,11-04-2016,129.60380
HDFC Top 100 Fund - Direct Plan - Growth,07-04-2016,129.34940
HDFC Top 100 Fund - Direct Plan - Growth,06-04-2016,129.19030
HDFC Top 100 Fund - Direct Plan - Growth,05-04-2016,129.08310
HDFC Top 100 Fund - Direct Plan - Growth,04-04-2016,129.03800
HDFC Top 100 Fund - Direct Plan - Growth,31-03-2016,128.57890
HDFC Top 100 Fund - Direct Plan - Growth,30-03-2016,128.26530
HDFC Top 100 Fund - Direct Plan - Growth,29-03-2016,128.23410
HDFC Top 100 Fund - Direct Plan - Growth,28-03-2016,128.31030
HDFC Top 100 Fund - Direct Plan - Growth,23-03-2016,128.06750
HDFC Top 100 Fund - Direct Plan - Growth,22-03-2016,128.05790
HDFC Top 100 Fund - Direct Plan - Growth,21-03-2016,128.05430
HDFC Top 100 Fund - Direct Plan - Growth,18-03-2016,127.76730
HDFC Top 100 Fund - Direct Plan - Growth,17-03-2016,127.71240
HDFC Top 100 Fund - Direct Plan - Growth,16-03-2016,127.37190
HDFC Top 100 Fund - Direct Plan - Growth,15-03-2016,127.18870
HDFC Top 100 Fund - Direct Plan - Growth,14-03-2016,127.03520
HDFC Top 100 Fund - Direct Plan - Growth,11-03-2016,126.76530
HDFC Top 100 Fund - Direct Plan - Growth,10-03-2016,126.72300
HDFC Top 100 Fund - Direct Plan - Growth,09-03-2016,126.66950
HDFC Top 100 Fund - Direct Plan - Growth,08-03-2016,126.61890
HDFC Top 100 Fund - Direct Plan - Growth,04-03-2016,126.49230
HDFC Top 100 Fund - Direct Plan - Growth,03-03-2016,126.26710
HDFC Top 100 Fund - Direct Plan - Growth,02-03-2016,126.32900
HDFC Top 100 Fund - Direct Plan - Growth,01-03-2016,126.32150
HDFC Top 100 Fund - Direct Plan - Growth,29-02-2016,126.22030
HDFC Top 100 Fund - Direct Plan - Growth,26-02-2016,125.12140
HDFC Top 100 Fund - Direct Plan - Growth,25-02-2016,124.94900
HDFC Top 100 Fund - Direct Plan - Growth,24-02-2016,125.25910
HDFC Top 100 Fund - Direct Plan - Growth,23-02-2016,125.34080
HDFC Top 100 Fund - Direct Plan - Growth,22-02-2016,125.62620
HDFC Top 100 Fund - Direct Plan - Growth,18-02-2016,125.69480
HDFC Top 100 Fund - Direct Plan - Growth,17-02-2016,125.62370
HDFC Top 100 Fund - Direct Plan - Growth,16-02-2016,125.71490
HDFC Top 100 Fund - Direct Plan - Growth,15-02-2016,125.87460
HDFC Top 100 Fund - Direct Plan - Growth,12-02-2016,125.92540
HDFC Top 100 Fund - Direct Plan - Growth,11-02-2016,125.95170
HDFC Top 100 Fund - Direct Plan - Growth,10-02-2016,125.95920
HDFC Top 100 Fund - Direct Plan - Growth,09-02-2016,125.93700
HDFC Top 100 Fund - Direct Plan - Growth,08-02-2016,125.95960
HDFC Top 100 Fund - Direct Plan - Growth,05-02-2016,125.92070
HDFC Top 100 Fund - Direct Plan - Growth,04-02-2016,125.84280
HDFC Top 100 Fund - Direct Plan - Growth,03-02-2016,125.74660
HDFC Top 100 Fund - Direct Plan - Growth,02-02-2016,125.80900
HDFC Top 100 Fund - Direct Plan - Growth,01-02-2016,125.99330
HDFC Top 100 Fund - Direct Plan - Growth,29-01-2016,125.96320
HDFC Top 100 Fund - Direct Plan - Growth,28-01-2016,125.85120
HDFC Top 100 Fund - Direct Plan - Growth,27-01-2016,125.89250
HDFC Top 100 Fund - Direct Plan - Growth,25-01-2016,125.80710
HDFC Top 100 Fund - Direct Plan - Growth,22-01-2016,125.81760
HDFC Top 100 Fund - Direct Plan - Growth,21-01-2016,125.88650
HDFC Top 100 Fund - Direct Plan - Growth,20-01-2016,125.73540
HDFC Top 100 Fund - Direct Plan - Growth,19-01-2016,125.63690
HDFC Top 100 Fund - Direct Plan - Growth,18-01-2016,125.49310
HDFC Top 100 Fund - Direct Plan - Growth,15-01-2016,125.44980
HDFC Top 100 Fund - Direct Plan - Growth,14-01-2016,125.55270
HDFC Top 100 Fund - Direct Plan - Growth,13-01-2016,125.60790
HDFC Top 100 Fund - Direct Plan - Growth,12-01-2016,125.65910
HDFC Top 100 Fund - Direct Plan - Growth,11-01-2016,125.72590
HDFC Top 100 Fund - Direct Plan - Growth,08-01-2016,125.71460
HDFC Top 100 Fund - Direct Plan - Growth,07-01-2016,125.66480
HDFC Top 100 Fund - Direct Plan - Growth,06-01-2016,125.58420
HDFC Top 100 Fund - Direct Plan - Growth,05-01-2016,125.53800
HDFC Top 100 Fund - Direct Plan - Growth,04-01-2016,125.46950
HDFC Top 100 Fund - Direct Plan - Growth,01-01-2016,125.33590
HDFC Top 100 Fund - Direct Plan - Growth,31-12-2015,125.20200
HDFC Top 100 Fund - Direct Plan - Growth,30-12-2015,125.18000
HDFC Top 100 Fund - Direct Plan - Growth,29-12-2015,125.09700
HDFC Top 100 Fund - Direct Plan - Growth,28-12-2015,125.10040
HDFC Top 100 Fund - Direct Plan - Growth,23-12-2015,125.01510
HDFC Top 100 Fund - Direct Plan - Growth,22-12-2015,124.89580
HDFC Top 100 Fund - Direct Plan - Growth,21-12-2015,124.82600
HDFC Top 100 Fund - Direct Plan - Growth,18-12-2015,124.87840
HDFC Top 100 Fund - Direct Plan - Growth,17-12-2015,124.93780
HDFC Top 100 Fund - Direct Plan - Growth,16-12-2015,124.85200
HDFC Top 100 Fund - Direct Plan - Growth,15-12-2015,124.67360
HDFC Top 100 Fund - Direct Plan - Growth,14-12-2015,124.66570
HDFC Top 100 Fund - Direct Plan - Growth,11-12-2015,124.70110
HDFC Top 100 Fund - Direct Plan - Growth,10-12-2015,124.67870
HDFC Top 100 Fund - Direct Plan - Growth,09-12-2015,124.65780
HDFC Top 100 Fund - Direct Plan - Growth,08-12-2015,124.63560
HDFC Top 100 Fund - Direct Plan - Growth,07-12-2015,124.71850
HDFC Top 100 Fund - Direct Plan - Growth,04-12-2015,124.67200
HDFC Top 100 Fund - Direct Plan - Growth,03-12-2015,124.79280
HDFC Top 100 Fund - Direct Plan - Growth,02-12-2015,124.62930
HDFC Top 100 Fund - Direct Plan - Growth,01-12-2015,124.62880
HDFC Top 100 Fund - Direct Plan - Growth,30-11-2015,124.44190
HDFC Top 100 Fund - Direct Plan - Growth,27-11-2015,124.42300
HDFC Top 100 Fund - Direct Plan - Growth,26-11-2015,124.51720
HDFC Top 100 Fund - Direct Plan - Growth,24-11-2015,124.52150
HDFC Top 100 Fund - Direct Plan - Growth,23-11-2015,124.45230
HDFC Top 100 Fund - Direct Plan - Growth,20-11-2015,124.42880
HDFC Top 100 Fund - Direct Plan - Growth,19-11-2015,124.50050
HDFC Top 100 Fund - Direct Plan - Growth,18-11-2015,124.47310
HDFC Top 100 Fund - Direct Plan - Growth,17-11-2015,124.47100
HDFC Top 100 Fund - Direct Plan - Growth,16-11-2015,124.50390
HDFC Top 100 Fund - Direct Plan - Growth,13-11-2015,124.41460
HDFC Top 100 Fund - Direct Plan - Growth,10-11-2015,124.23600
HDFC Top 100 Fund - Direct Plan - Growth,09-11-2015,124.13460
HDFC Top 100 Fund - Direct Plan - Growth,06-11-2015,124.19270
HDFC Top 100 Fund - Direct Plan - Growth,05-11-2015,124.19020
HDFC Top 100 Fund - Direct Plan - Growth,04-11-2015,124.23330
HDFC Top 100 Fund - Direct Plan - Growth,03-11-2015,124.28940
HDFC Top 100 Fund - Direct Plan - Growth,02-11-2015,124.27710
HDFC Top 100 Fund - Direct Plan - Growth,30-10-2015,124.15710
HDFC Top 100 Fund - Direct Plan - Growth,29-10-2015,124.15960
HDFC Top 100 Fund - Direct Plan - Growth,28-10-2015,124.21620
HDFC Top 100 Fund - Direct Plan - Growth,27-10-2015,124.14430
HDFC Top 100 Fund - Direct Plan - Growth,26-10-2015,124.08840
HDFC Top 100 Fund - Direct Plan - Growth,23-10-2015,124.10650
HDFC Top 100 Fund - Direct Plan - Growth,21-10-2015,124.04590
HDFC Top 100 Fund - Direct Plan - Growth,20-10-2015,124.05610
HDFC Top 100 Fund - Direct Plan - Growth,19-10-2015,124.01580
HDFC Top 100 Fund - Direct Plan - Growth,16-10-2015,123.94230
HDFC Top 100 Fund - Direct Plan - Growth,15-10-2015,123.92720
HDFC Top 100 Fund - Direct Plan - Growth,14-10-2015,123.86120
HDFC Top 100 Fund - Direct Plan - Growth,13-10-2015,123.79510
HDFC Top 100 Fund - Direct Plan - Growth,12-10-2015,123.75320
HDFC Top 100 Fund - Direct Plan - Growth,09-10-2015,123.80760
HDFC Top 100 Fund - Direct Plan - Growth,08-10-2015,123.75080
HDFC Top 100 Fund - Direct Plan - Growth,07-10-2015,123.67030
HDFC Top 100 Fund - Direct Plan - Growth,06-10-2015,123.70490
HDFC Top 100 Fund - Direct Plan - Growth,05-10-2015,123.71020
HDFC Top 100 Fund - Direct Plan - Growth,01-10-2015,123.42360
HDFC Top 100 Fund - Direct Plan - Growth,30-09-2015,123.48890
HDFC Top 100 Fund - Direct Plan - Growth,29-09-2015,123.10530
HDFC Top 100 Fund - Direct Plan - Growth,28-09-2015,122.45580
HDFC Top 100 Fund - Direct Plan - Growth,24-09-2015,122.36720
HDFC Top 100 Fund - Direct Plan - Growth,23-09-2015,122.32060
HDFC Top 100 Fund - Direct Plan - Growth,22-09-2015,122.31740
HDFC Top 100 Fund - Direct Plan - Growth,21-09-2015,122.33800
HDFC Top 100 Fund - Direct Plan - Growth,18-09-2015,122.26480
HDFC Top 100 Fund - Direct Plan - Growth,16-09-2015,121.97890
HDFC Top 100 Fund - Direct Plan - Growth,15-09-2015,121.98580
HDFC Top 100 Fund - Direct Plan - Growth,14-09-2015,121.95310
HDFC Top 100 Fund - Direct Plan - Growth,11-09-2015,121.84020
HDFC Top 100 Fund - Direct Plan - Growth,10-09-2015,121.81090
HDFC Top 100 Fund - Direct Plan - Growth,09-09-2015,121.88330
HDFC Top 100 Fund - Direct Plan - Growth,08-09-2015,121.82810
HDFC Top 100 Fund - Direct Plan - Growth,07-09-2015,121.74020
HDFC Top 100 Fund - Direct Plan - Growth,04-09-2015,121.79760
HDFC Top 100 Fund - Direct Plan - Growth,03-09-2015,121.83440
HDFC Top 100 Fund - Direct Plan - Growth,02-09-2015,121.85920
HDFC Top 100 Fund - Direct Plan - Growth,01-09-2015,121.85450
HDFC Top 100 Fund - Direct Plan - Growth,31-08-2015,121.72550
HDFC Top 100 Fund - Direct Plan - Growth,28-08-2015,121.68800
HDFC Top 100 Fund - Direct Plan - Growth,27-08-2015,121.68480
HDFC Top 100 Fund - Direct Plan - Growth,26-08-2015,121.57380
HDFC Top 100 Fund - Direct Plan - Growth,25-08-2015,121.47630
HDFC Top 100 Fund - Direct Plan - Growth,24-08-2015,121.28770
HDFC Top 100 Fund - Direct Plan - Growth,21-08-2015,121.54750
HDFC Top 100 Fund - Direct Plan - Growth,20-08-2015,121.65680
HDFC Top 100 Fund - Direct Plan - Growth,19-08-2015,121.60680
