fund_name,date,nav
Parag Parikh Flexi Cap Fund - Direct Growth,28-01-2025,85.67370
Parag Parikh Flexi Cap Fund - Direct Growth,27-01-2025,85.27070
Parag Parikh Flexi Cap Fund - Direct Growth,24-01-2025,86.12020
Parag Parikh Flexi Cap Fund - Direct Growth,23-01-2025,86.41110
Parag Parikh Flexi Cap Fund - Direct Growth,22-01-2025,86.29970
Parag Parikh Flexi Cap Fund - Direct Growth,21-01-2025,85.72450
Parag Parikh Flexi Cap Fund - Direct Growth,20-01-2025,86.35610
Parag Parikh Flexi Cap Fund - Direct Growth,17-01-2025,85.92360
Parag Parikh Flexi Cap Fund - Direct Growth,16-01-2025,86.04190
Parag Parikh Flexi Cap Fund - Direct Growth,15-01-2025,86.01880
Parag Parikh Flexi Cap Fund - Direct Growth,14-01-2025,85.37840
Parag Parikh Flexi Cap Fund - Direct Growth,13-01-2025,85.09440
Parag Parikh Flexi Cap Fund - Direct Growth,10-01-2025,86.27770
Parag Parikh Flexi Cap Fund - Direct Growth,09-01-2025,86.99070
Parag Parikh Flexi Cap Fund - Direct Growth,08-01-2025,87.34220
Parag Parikh Flexi Cap Fund - Direct Growth,07-01-2025,87.29390
Parag Parikh Flexi Cap Fund - Direct Growth,06-01-2025,87.34650
Parag Parikh Flexi Cap Fund - Direct Growth,03-01-2025,88.49900
Parag Parikh Flexi Cap Fund - Direct Growth,02-01-2025,89.01060
Parag Parikh Flexi Cap Fund - Direct Growth,01-01-2025,87.94560
Parag Parikh Flexi Cap Fund - Direct Growth,31-12-2024,87.67300
Parag Parikh Flexi Cap Fund - Direct Growth,30-12-2024,87.96040
Parag Parikh Flexi Cap Fund - Direct Growth,27-12-2024,87.60150
Parag Parikh Flexi Cap Fund - Direct Growth,26-12-2024,87.61520
Parag Parikh Flexi Cap Fund - Direct Growth,24-12-2024,87.43920
Parag Parikh Flexi Cap Fund - Direct Growth,23-12-2024,87.43450
Parag Parikh Flexi Cap Fund - Direct Growth,20-12-2024,86.88240
Parag Parikh Flexi Cap Fund - Direct Growth,19-12-2024,87.95040
Parag Parikh Flexi Cap Fund - Direct Growth,18-12-2024,88.16240
Parag Parikh Flexi Cap Fund - Direct Growth,17-12-2024,89.13890
Parag Parikh Flexi Cap Fund - Direct Growth,16-12-2024,89.64410
Parag Parikh Flexi Cap Fund - Direct Growth,13-12-2024,89.43270
Parag Parikh Flexi Cap Fund - Direct Growth,12-12-2024,89.19920
Parag Parikh Flexi Cap Fund - Direct Growth,11-12-2024,89.40500
Parag Parikh Flexi Cap Fund - Direct Growth,10-12-2024,88.97470
Parag Parikh Flexi Cap Fund - Direct Growth,09-12-2024,88.79820
Parag Parikh Flexi Cap Fund - Direct Growth,06-12-2024,88.68880
Parag Parikh Flexi Cap Fund - Direct Growth,05-12-2024,88.38400
Parag Parikh Flexi Cap Fund - Direct Growth,04-12-2024,87.85600
Parag Parikh Flexi Cap Fund - Direct Growth,03-12-2024,87.80850
Parag Parikh Flexi Cap Fund - Direct Growth,02-12-2024,87.28420
Parag Parikh Flexi Cap Fund - Direct Growth,29-11-2024,86.76390
Parag Parikh Flexi Cap Fund - Direct Growth,28-11-2024,86.40250
Parag Parikh Flexi Cap Fund - Direct Growth,27-11-2024,86.92160
Parag Parikh Flexi Cap Fund - Direct Growth,26-11-2024,86.90170
Parag Parikh Flexi Cap Fund - Direct Growth,25-11-2024,86.92960
Parag Parikh Flexi Cap Fund - Direct Growth,22-11-2024,86.22030
Parag Parikh Flexi Cap Fund - Direct Growth,21-11-2024,85.23030
Parag Parikh Flexi Cap Fund - Direct Growth,19-11-2024,85.56990
Parag Parikh Flexi Cap Fund - Direct Growth,18-11-2024,85.24430
Parag Parikh Flexi Cap Fund - Direct Growth,14-11-2024,85.73710
Parag Parikh Flexi Cap Fund - Direct Growth,13-11-2024,85.59230
Parag Parikh Flexi Cap Fund - Direct Growth,12-11-2024,86.58640
Parag Parikh Flexi Cap Fund - Direct Growth,11-11-2024,87.26380
Parag Parikh Flexi Cap Fund - Direct Growth,08-11-2024,86.78470
Parag Parikh Flexi Cap Fund - Direct Growth,07-11-2024,86.87050
Parag Parikh Flexi Cap Fund - Direct Growth,06-11-2024,87.08480
Parag Parikh Flexi Cap Fund - Direct Growth,05-11-2024,86.37810
Parag Parikh Flexi Cap Fund - Direct Growth,04-11-2024,85.76450
Parag Parikh Flexi Cap Fund - Direct Growth,31-10-2024,85.98140
Parag Parikh Flexi Cap Fund - Direct Growth,30-10-2024,86.52630
Parag Parikh Flexi Cap Fund - Direct Growth,29-10-2024,86.85990
Parag Parikh Flexi Cap Fund - Direct Growth,28-10-2024,86.31520
Parag Parikh Flexi Cap Fund - Direct Growth,25-10-2024,86.15270
Parag Parikh Flexi Cap Fund - Direct Growth,24-10-2024,86.46180
Parag Parikh Flexi Cap Fund - Direct Growth,23-10-2024,86.48850
Parag Parikh Flexi Cap Fund - Direct Growth,22-10-2024,86.64050
Parag Parikh Flexi Cap Fund - Direct Growth,21-10-2024,87.37480
Parag Parikh Flexi Cap Fund - Direct Growth,18-10-2024,87.66830
Parag Parikh Flexi Cap Fund - Direct Growth,17-10-2024,87.24150
Parag Parikh Flexi Cap Fund - Direct Growth,16-10-2024,87.75780
Parag Parikh Flexi Cap Fund - Direct Growth,15-10-2024,88.09200
Parag Parikh Flexi Cap Fund - Direct Growth,14-10-2024,87.87320
Parag Parikh Flexi Cap Fund - Direct Growth,11-10-2024,87.53770
Parag Parikh Flexi Cap Fund - Direct Growth,10-10-2024,87.42920
Parag Parikh Flexi Cap Fund - Direct Growth,09-10-2024,86.95910
Parag Parikh Flexi Cap Fund - Direct Growth,08-10-2024,86.68210
Parag Parikh Flexi Cap Fund - Direct Growth,07-10-2024,85.97610
Parag Parikh Flexi Cap Fund - Direct Growth,04-10-2024,87.02330
Parag Parikh Flexi Cap Fund - Direct Growth,03-10-2024,87.46730
Parag Parikh Flexi Cap Fund - Direct Growth,01-10-2024,88.64650
Parag Parikh Flexi Cap Fund - Direct Growth,30-09-2024,88.61650
Parag Parikh Flexi Cap Fund - Direct Growth,27-09-2024,89.15070
Parag Parikh Flexi Cap Fund - Direct Growth,26-09-2024,89.59870
Parag Parikh Flexi Cap Fund - Direct Growth,25-09-2024,89.18770
Parag Parikh Flexi Cap Fund - Direct Growth,24-09-2024,88.90230
Parag Parikh Flexi Cap Fund - Direct Growth,23-09-2024,88.96900
Parag Parikh Flexi Cap Fund - Direct Growth,20-09-2024,88.71150
Parag Parikh Flexi Cap Fund - Direct Growth,19-09-2024,87.53260
Parag Parikh Flexi Cap Fund - Direct Growth,18-09-2024,87.29690
Parag Parikh Flexi Cap Fund - Direct Growth,17-09-2024,87.08230
Parag Parikh Flexi Cap Fund - Direct Growth,16-09-2024,87.03660
Parag Parikh Flexi Cap Fund - Direct Growth,13-09-2024,86.68940
Parag Parikh Flexi Cap Fund - Direct Growth,12-09-2024,86.69810
Parag Parikh Flexi Cap Fund - Direct Growth,11-09-2024,85.70290
Parag Parikh Flexi Cap Fund - Direct Growth,10-09-2024,85.65030
Parag Parikh Flexi Cap Fund - Direct Growth,09-09-2024,85.05350
Parag Parikh Flexi Cap Fund - Direct Growth,06-09-2024,85.13930
Parag Parikh Flexi Cap Fund - Direct Growth,05-09-2024,86.23230
Parag Parikh Flexi Cap Fund - Direct Growth,04-09-2024,86.20830
Parag Parikh Flexi Cap Fund - Direct Growth,03-09-2024,86.41390
Parag Parikh Flexi Cap Fund - Direct Growth,02-09-2024,86.38680
Parag Parikh Flexi Cap Fund - Direct Growth,30-08-2024,85.88680
Parag Parikh Flexi Cap Fund - Direct Growth,29-08-2024,85.62440
Parag Parikh Flexi Cap Fund - Direct Growth,28-08-2024,85.52510
Parag Parikh Flexi Cap Fund - Direct Growth,27-08-2024,85.71190
Parag Parikh Flexi Cap Fund - Direct Growth,26-08-2024,85.76220
Parag Parikh Flexi Cap Fund - Direct Growth,23-08-2024,85.41190
Parag Parikh Flexi Cap Fund - Direct Growth,22-08-2024,85.27760
Parag Parikh Flexi Cap Fund - Direct Growth,21-08-2024,85.31240
Parag Parikh Flexi Cap Fund - Direct Growth,20-08-2024,85.16070
Parag Parikh Flexi Cap Fund - Direct Growth,19-08-2024,84.68190
Parag Parikh Flexi Cap Fund - Direct Growth,16-08-2024,84.38080
Parag Parikh Flexi Cap Fund - Direct Growth,14-08-2024,82.99810
Parag Parikh Flexi Cap Fund - Direct Growth,13-08-2024,83.10290
Parag Parikh Flexi Cap Fund - Direct Growth,12-08-2024,83.71720
Parag Parikh Flexi Cap Fund - Direct Growth,09-08-2024,83.83880
Parag Parikh Flexi Cap Fund - Direct Growth,08-08-2024,83.28300
Parag Parikh Flexi Cap Fund - Direct Growth,07-08-2024,83.41860
Parag Parikh Flexi Cap Fund - Direct Growth,06-08-2024,82.18570
Parag Parikh Flexi Cap Fund - Direct Growth,05-08-2024,82.24790
Parag Parikh Flexi Cap Fund - Direct Growth,02-08-2024,84.44660
Parag Parikh Flexi Cap Fund - Direct Growth,01-08-2024,85.34070
Parag Parikh Flexi Cap Fund - Direct Growth,31-07-2024,84.90130
Parag Parikh Flexi Cap Fund - Direct Growth,30-07-2024,84.45490
Parag Parikh Flexi Cap Fund - Direct Growth,29-07-2024,84.23030
Parag Parikh Flexi Cap Fund - Direct Growth,26-07-2024,84.01060
Parag Parikh Flexi Cap Fund - Direct Growth,25-07-2024,82.95650
Parag Parikh Flexi Cap Fund - Direct Growth,24-07-2024,83.31110
Parag Parikh Flexi Cap Fund - Direct Growth,23-07-2024,83.84040
Parag Parikh Flexi Cap Fund - Direct Growth,22-07-2024,83.78290
Parag Parikh Flexi Cap Fund - Direct Growth,19-07-2024,83.26190
Parag Parikh Flexi Cap Fund - Direct Growth,18-07-2024,84.00020
Parag Parikh Flexi Cap Fund - Direct Growth,16-07-2024,84.30590
Parag Parikh Flexi Cap Fund - Direct Growth,15-07-2024,84.31180
Parag Parikh Flexi Cap Fund - Direct Growth,12-07-2024,84.10680
Parag Parikh Flexi Cap Fund - Direct Growth,11-07-2024,84.00950
Parag Parikh Flexi Cap Fund - Direct Growth,10-07-2024,84.19740
Parag Parikh Flexi Cap Fund - Direct Growth,09-07-2024,84.36400
Parag Parikh Flexi Cap Fund - Direct Growth,08-07-2024,83.97840
Parag Parikh Flexi Cap Fund - Direct Growth,05-07-2024,83.92050
Parag Parikh Flexi Cap Fund - Direct Growth,04-07-2024,83.81900
Parag Parikh Flexi Cap Fund - Direct Growth,03-07-2024,83.28790
Parag Parikh Flexi Cap Fund - Direct Growth,02-07-2024,82.52550
Parag Parikh Flexi Cap Fund - Direct Growth,01-07-2024,82.50540
Parag Parikh Flexi Cap Fund - Direct Growth,28-06-2024,81.93850
Parag Parikh Flexi Cap Fund - Direct Growth,27-06-2024,82.05570
Parag Parikh Flexi Cap Fund - Direct Growth,26-06-2024,81.76900
Parag Parikh Flexi Cap Fund - Direct Growth,25-06-2024,81.77420
Parag Parikh Flexi Cap Fund - Direct Growth,24-06-2024,81.49830
Parag Parikh Flexi Cap Fund - Direct Growth,21-06-2024,81.25420
Parag Parikh Flexi Cap Fund - Direct Growth,20-06-2024,81.33510
Parag Parikh Flexi Cap Fund - Direct Growth,19-06-2024,81.00750
Parag Parikh Flexi Cap Fund - Direct Growth,18-06-2024,80.96220
Parag Parikh Flexi Cap Fund - Direct Growth,14-06-2024,80.75980
Parag Parikh Flexi Cap Fund - Direct Growth,13-06-2024,80.58390
Parag Parikh Flexi Cap Fund - Direct Growth,12-06-2024,80.74480
Parag Parikh Flexi Cap Fund - Direct Growth,11-06-2024,80.25860
Parag Parikh Flexi Cap Fund - Direct Growth,10-06-2024,80.15000
Parag Parikh Flexi Cap Fund - Direct Growth,07-06-2024,79.76530
Parag Parikh Flexi Cap Fund - Direct Growth,06-06-2024,78.81550
Parag Parikh Flexi Cap Fund - Direct Growth,05-06-2024,78.08960
Parag Parikh Flexi Cap Fund - Direct Growth,04-06-2024,76.03380
Parag Parikh Flexi Cap Fund - Direct Growth,03-06-2024,79.35740
Parag Parikh Flexi Cap Fund - Direct Growth,31-05-2024,77.76960
Parag Parikh Flexi Cap Fund - Direct Growth,30-05-2024,77.72590
Parag Parikh Flexi Cap Fund - Direct Growth,29-05-2024,78.38170
Parag Parikh Flexi Cap Fund - Direct Growth,28-05-2024,78.65720
Parag Parikh Flexi Cap Fund - Direct Growth,27-05-2024,78.93290
Parag Parikh Flexi Cap Fund - Direct Growth,24-05-2024,78.97490
Parag Parikh Flexi Cap Fund - Direct Growth,23-05-2024,78.90770
Parag Parikh Flexi Cap Fund - Direct Growth,22-05-2024,78.60820
Parag Parikh Flexi Cap Fund - Direct Growth,21-05-2024,78.58870
Parag Parikh Flexi Cap Fund - Direct Growth,17-05-2024,78.11730
Parag Parikh Flexi Cap Fund - Direct Growth,16-05-2024,77.82700
Parag Parikh Flexi Cap Fund - Direct Growth,15-05-2024,77.69770
Parag Parikh Flexi Cap Fund - Direct Growth,14-05-2024,77.27810
Parag Parikh Flexi Cap Fund - Direct Growth,13-05-2024,76.99650
Parag Parikh Flexi Cap Fund - Direct Growth,10-05-2024,76.80000
Parag Parikh Flexi Cap Fund - Direct Growth,09-05-2024,76.41330
Parag Parikh Flexi Cap Fund - Direct Growth,08-05-2024,77.44990
Parag Parikh Flexi Cap Fund - Direct Growth,07-05-2024,77.25930
Parag Parikh Flexi Cap Fund - Direct Growth,06-05-2024,77.76230
Parag Parikh Flexi Cap Fund - Direct Growth,03-05-2024,77.65790
Parag Parikh Flexi Cap Fund - Direct Growth,02-05-2024,77.53630
Parag Parikh Flexi Cap Fund - Direct Growth,30-04-2024,76.96420
Parag Parikh Flexi Cap Fund - Direct Growth,29-04-2024,77.31080
Parag Parikh Flexi Cap Fund - Direct Growth,26-04-2024,77.41820
Parag Parikh Flexi Cap Fund - Direct Growth,25-04-2024,76.98900
Parag Parikh Flexi Cap Fund - Direct Growth,24-04-2024,76.86510
Parag Parikh Flexi Cap Fund - Direct Growth,23-04-2024,76.58850
Parag Parikh Flexi Cap Fund - Direct Growth,22-04-2024,76.06420
Parag Parikh Flexi Cap Fund - Direct Growth,19-04-2024,75.40040
Parag Parikh Flexi Cap Fund - Direct Growth,18-04-2024,75.32900
Parag Parikh Flexi Cap Fund - Direct Growth,16-04-2024,75.79070
Parag Parikh Flexi Cap Fund - Direct Growth,15-04-2024,75.83010
Parag Parikh Flexi Cap Fund - Direct Growth,12-04-2024,76.70690
Parag Parikh Flexi Cap Fund - Direct Growth,10-04-2024,77.24770
Parag Parikh Flexi Cap Fund - Direct Growth,09-04-2024,76.97610
Parag Parikh Flexi Cap Fund - Direct Growth,08-04-2024,76.72860
Parag Parikh Flexi Cap Fund - Direct Growth,05-04-2024,76.32820
Parag Parikh Flexi Cap Fund - Direct Growth,04-04-2024,75.78660
Parag Parikh Flexi Cap Fund - Direct Growth,03-04-2024,75.74760
Parag Parikh Flexi Cap Fund - Direct Growth,02-04-2024,75.66720
Parag Parikh Flexi Cap Fund - Direct Growth,01-04-2024,75.73310
Parag Parikh Flexi Cap Fund - Direct Growth,31-03-2024,74.86850
Parag Parikh Flexi Cap Fund - Direct Growth,28-03-2024,74.86590
Parag Parikh Flexi Cap Fund - Direct Growth,27-03-2024,74.46170
Parag Parikh Flexi Cap Fund - Direct Growth,26-03-2024,74.59430
Parag Parikh Flexi Cap Fund - Direct Growth,22-03-2024,74.89840
Parag Parikh Flexi Cap Fund - Direct Growth,21-03-2024,74.47380
Parag Parikh Flexi Cap Fund - Direct Growth,20-03-2024,73.79000
Parag Parikh Flexi Cap Fund - Direct Growth,19-03-2024,73.45260
Parag Parikh Flexi Cap Fund - Direct Growth,18-03-2024,73.84820
Parag Parikh Flexi Cap Fund - Direct Growth,15-03-2024,73.60880
Parag Parikh Flexi Cap Fund - Direct Growth,14-03-2024,74.08990
Parag Parikh Flexi Cap Fund - Direct Growth,13-03-2024,73.64810
Parag Parikh Flexi Cap Fund - Direct Growth,12-03-2024,74.84380
Parag Parikh Flexi Cap Fund - Direct Growth,11-03-2024,74.63670
Parag Parikh Flexi Cap Fund - Direct Growth,07-03-2024,75.46660
Parag Parikh Flexi Cap Fund - Direct Growth,06-03-2024,75.32570
Parag Parikh Flexi Cap Fund - Direct Growth,05-03-2024,75.28900
Parag Parikh Flexi Cap Fund - Direct Growth,04-03-2024,75.64580
Parag Parikh Flexi Cap Fund - Direct Growth,01-03-2024,75.43100
Parag Parikh Flexi Cap Fund - Direct Growth,29-02-2024,74.79010
Parag Parikh Flexi Cap Fund - Direct Growth,28-02-2024,74.13580
Parag Parikh Flexi Cap Fund - Direct Growth,27-02-2024,75.03180
Parag Parikh Flexi Cap Fund - Direct Growth,26-02-2024,74.86840
Parag Parikh Flexi Cap Fund - Direct Growth,23-02-2024,75.12580
Parag Parikh Flexi Cap Fund - Direct Growth,22-02-2024,75.14180
Parag Parikh Flexi Cap Fund - Direct Growth,21-02-2024,74.39690
Parag Parikh Flexi Cap Fund - Direct Growth,20-02-2024,75.02430
Parag Parikh Flexi Cap Fund - Direct Growth,19-02-2024,74.85440
Parag Parikh Flexi Cap Fund - Direct Growth,16-02-2024,74.80050
Parag Parikh Flexi Cap Fund - Direct Growth,15-02-2024,74.71370
Parag Parikh Flexi Cap Fund - Direct Growth,14-02-2024,74.36500
Parag Parikh Flexi Cap Fund - Direct Growth,13-02-2024,73.75020
Parag Parikh Flexi Cap Fund - Direct Growth,12-02-2024,73.47450
Parag Parikh Flexi Cap Fund - Direct Growth,09-02-2024,74.27990
Parag Parikh Flexi Cap Fund - Direct Growth,08-02-2024,74.19610
Parag Parikh Flexi Cap Fund - Direct Growth,07-02-2024,74.32940
Parag Parikh Flexi Cap Fund - Direct Growth,06-02-2024,74.08250
Parag Parikh Flexi Cap Fund - Direct Growth,05-02-2024,73.69520
Parag Parikh Flexi Cap Fund - Direct Growth,02-02-2024,73.75640
Parag Parikh Flexi Cap Fund - Direct Growth,01-02-2024,72.53460
Parag Parikh Flexi Cap Fund - Direct Growth,31-01-2024,71.97460
Parag Parikh Flexi Cap Fund - Direct Growth,30-01-2024,71.71060
Parag Parikh Flexi Cap Fund - Direct Growth,29-01-2024,72.17040
Parag Parikh Flexi Cap Fund - Direct Growth,25-01-2024,71.20650
Parag Parikh Flexi Cap Fund - Direct Growth,24-01-2024,71.39100
Parag Parikh Flexi Cap Fund - Direct Growth,23-01-2024,70.46620
Parag Parikh Flexi Cap Fund - Direct Growth,19-01-2024,71.31500
Parag Parikh Flexi Cap Fund - Direct Growth,18-01-2024,70.34660
Parag Parikh Flexi Cap Fund - Direct Growth,17-01-2024,70.52890
Parag Parikh Flexi Cap Fund - Direct Growth,16-01-2024,71.62190
Parag Parikh Flexi Cap Fund - Direct Growth,15-01-2024,71.85770
Parag Parikh Flexi Cap Fund - Direct Growth,12-01-2024,71.27890
Parag Parikh Flexi Cap Fund - Direct Growth,11-01-2024,71.03660
Parag Parikh Flexi Cap Fund - Direct Growth,10-01-2024,70.78910
Parag Parikh Flexi Cap Fund - Direct Growth,09-01-2024,70.55270
Parag Parikh Flexi Cap Fund - Direct Growth,08-01-2024,70.34160
Parag Parikh Flexi Cap Fund - Direct Growth,05-01-2024,70.49030
Parag Parikh Flexi Cap Fund - Direct Growth,04-01-2024,70.45730
Parag Parikh Flexi Cap Fund - Direct Growth,03-01-2024,70.22620
Parag Parikh Flexi Cap Fund - Direct Growth,02-01-2024,70.32780
Parag Parikh Flexi Cap Fund - Direct Growth,01-01-2024,70.46210
Parag Parikh Flexi Cap Fund - Direct Growth,29-12-2023,70.24350
Parag Parikh Flexi Cap Fund - Direct Growth,28-12-2023,70.35240
Parag Parikh Flexi Cap Fund - Direct Growth,27-12-2023,70.04970
Parag Parikh Flexi Cap Fund - Direct Growth,26-12-2023,69.83540
Parag Parikh Flexi Cap Fund - Direct Growth,22-12-2023,69.60490
Parag Parikh Flexi Cap Fund - Direct Growth,21-12-2023,69.27750
Parag Parikh Flexi Cap Fund - Direct Growth,19-12-2023,69.84390
Parag Parikh Flexi Cap Fund - Direct Growth,18-12-2023,69.61420
Parag Parikh Flexi Cap Fund - Direct Growth,15-12-2023,69.58620
Parag Parikh Flexi Cap Fund - Direct Growth,14-12-2023,69.44220
Parag Parikh Flexi Cap Fund - Direct Growth,13-12-2023,69.14750
Parag Parikh Flexi Cap Fund - Direct Growth,12-12-2023,68.71560
Parag Parikh Flexi Cap Fund - Direct Growth,11-12-2023,68.77820
Parag Parikh Flexi Cap Fund - Direct Growth,08-12-2023,68.95470
Parag Parikh Flexi Cap Fund - Direct Growth,07-12-2023,68.99120
Parag Parikh Flexi Cap Fund - Direct Growth,06-12-2023,68.38870
Parag Parikh Flexi Cap Fund - Direct Growth,05-12-2023,68.32370
Parag Parikh Flexi Cap Fund - Direct Growth,04-12-2023,67.98110
Parag Parikh Flexi Cap Fund - Direct Growth,01-12-2023,67.17930
Parag Parikh Flexi Cap Fund - Direct Growth,30-11-2023,67.00670
Parag Parikh Flexi Cap Fund - Direct Growth,29-11-2023,66.95160
Parag Parikh Flexi Cap Fund - Direct Growth,28-11-2023,66.65120
Parag Parikh Flexi Cap Fund - Direct Growth,24-11-2023,66.35220
Parag Parikh Flexi Cap Fund - Direct Growth,23-11-2023,66.36220
Parag Parikh Flexi Cap Fund - Direct Growth,22-11-2023,66.23820
Parag Parikh Flexi Cap Fund - Direct Growth,21-11-2023,66.07040
Parag Parikh Flexi Cap Fund - Direct Growth,20-11-2023,66.01210
Parag Parikh Flexi Cap Fund - Direct Growth,17-11-2023,66.02470
Parag Parikh Flexi Cap Fund - Direct Growth,16-11-2023,66.07790
Parag Parikh Flexi Cap Fund - Direct Growth,15-11-2023,65.93720
Parag Parikh Flexi Cap Fund - Direct Growth,13-11-2023,65.38700
Parag Parikh Flexi Cap Fund - Direct Growth,10-11-2023,64.90270
Parag Parikh Flexi Cap Fund - Direct Growth,09-11-2023,64.44160
Parag Parikh Flexi Cap Fund - Direct Growth,08-11-2023,64.48660
Parag Parikh Flexi Cap Fund - Direct Growth,07-11-2023,64.28610
Parag Parikh Flexi Cap Fund - Direct Growth,06-11-2023,64.04030
Parag Parikh Flexi Cap Fund - Direct Growth,03-11-2023,63.51110
Parag Parikh Flexi Cap Fund - Direct Growth,02-11-2023,63.09590
Parag Parikh Flexi Cap Fund - Direct Growth,01-11-2023,62.71920
Parag Parikh Flexi Cap Fund - Direct Growth,31-10-2023,62.80720
Parag Parikh Flexi Cap Fund - Direct Growth,30-10-2023,62.71320
Parag Parikh Flexi Cap Fund - Direct Growth,27-10-2023,62.36080
Parag Parikh Flexi Cap Fund - Direct Growth,26-10-2023,61.56270
Parag Parikh Flexi Cap Fund - Direct Growth,25-10-2023,62.26230
Parag Parikh Flexi Cap Fund - Direct Growth,23-10-2023,62.82660
Parag Parikh Flexi Cap Fund - Direct Growth,20-10-2023,63.29210
Parag Parikh Flexi Cap Fund - Direct Growth,19-10-2023,63.65540
Parag Parikh Flexi Cap Fund - Direct Growth,18-10-2023,63.80140
Parag Parikh Flexi Cap Fund - Direct Growth,17-10-2023,64.20790
Parag Parikh Flexi Cap Fund - Direct Growth,16-10-2023,63.89780
Parag Parikh Flexi Cap Fund - Direct Growth,13-10-2023,63.52640
Parag Parikh Flexi Cap Fund - Direct Growth,12-10-2023,63.69460
Parag Parikh Flexi Cap Fund - Direct Growth,11-10-2023,63.52840
Parag Parikh Flexi Cap Fund - Direct Growth,10-10-2023,63.17180
Parag Parikh Flexi Cap Fund - Direct Growth,09-10-2023,62.59670
Parag Parikh Flexi Cap Fund - Direct Growth,06-10-2023,62.74560
Parag Parikh Flexi Cap Fund - Direct Growth,05-10-2023,62.25620
Parag Parikh Flexi Cap Fund - Direct Growth,04-10-2023,62.17340
Parag Parikh Flexi Cap Fund - Direct Growth,03-10-2023,62.49440
Parag Parikh Flexi Cap Fund - Direct Growth,29-09-2023,62.84020
Parag Parikh Flexi Cap Fund - Direct Growth,27-09-2023,62.76580
Parag Parikh Flexi Cap Fund - Direct Growth,26-09-2023,62.51580
Parag Parikh Flexi Cap Fund - Direct Growth,25-09-2023,62.73590
Parag Parikh Flexi Cap Fund - Direct Growth,22-09-2023,62.59020
Parag Parikh Flexi Cap Fund - Direct Growth,21-09-2023,62.73080
Parag Parikh Flexi Cap Fund - Direct Growth,20-09-2023,63.33390
Parag Parikh Flexi Cap Fund - Direct Growth,18-09-2023,63.87680
Parag Parikh Flexi Cap Fund - Direct Growth,15-09-2023,63.78660
Parag Parikh Flexi Cap Fund - Direct Growth,14-09-2023,63.85450
Parag Parikh Flexi Cap Fund - Direct Growth,13-09-2023,63.58770
Parag Parikh Flexi Cap Fund - Direct Growth,12-09-2023,63.20950
Parag Parikh Flexi Cap Fund - Direct Growth,11-09-2023,63.76310
Parag Parikh Flexi Cap Fund - Direct Growth,08-09-2023,63.08840
Parag Parikh Flexi Cap Fund - Direct Growth,07-09-2023,62.81530
Parag Parikh Flexi Cap Fund - Direct Growth,06-09-2023,62.37220
Parag Parikh Flexi Cap Fund - Direct Growth,05-09-2023,62.43030
Parag Parikh Flexi Cap Fund - Direct Growth,04-09-2023,62.17170
Parag Parikh Flexi Cap Fund - Direct Growth,01-09-2023,61.81750
Parag Parikh Flexi Cap Fund - Direct Growth,31-08-2023,61.32310
Parag Parikh Flexi Cap Fund - Direct Growth,30-08-2023,61.24530
Parag Parikh Flexi Cap Fund - Direct Growth,29-08-2023,61.15170
Parag Parikh Flexi Cap Fund - Direct Growth,28-08-2023,60.82430
Parag Parikh Flexi Cap Fund - Direct Growth,25-08-2023,60.50960
Parag Parikh Flexi Cap Fund - Direct Growth,24-08-2023,60.75030
Parag Parikh Flexi Cap Fund - Direct Growth,23-08-2023,61.07000
Parag Parikh Flexi Cap Fund - Direct Growth,22-08-2023,60.70550
Parag Parikh Flexi Cap Fund - Direct Growth,21-08-2023,60.57810
Parag Parikh Flexi Cap Fund - Direct Growth,18-08-2023,60.07750
Parag Parikh Flexi Cap Fund - Direct Growth,17-08-2023,60.37750
Parag Parikh Flexi Cap Fund - Direct Growth,16-08-2023,60.85300
Parag Parikh Flexi Cap Fund - Direct Growth,14-08-2023,61.01840
Parag Parikh Flexi Cap Fund - Direct Growth,11-08-2023,60.82130
Parag Parikh Flexi Cap Fund - Direct Growth,10-08-2023,60.95620
Parag Parikh Flexi Cap Fund - Direct Growth,09-08-2023,61.15790
Parag Parikh Flexi Cap Fund - Direct Growth,08-08-2023,61.18770
Parag Parikh Flexi Cap Fund - Direct Growth,07-08-2023,61.35070
Parag Parikh Flexi Cap Fund - Direct Growth,04-08-2023,61.06880
Parag Parikh Flexi Cap Fund - Direct Growth,03-08-2023,60.64900
Parag Parikh Flexi Cap Fund - Direct Growth,02-08-2023,60.86340
Parag Parikh Flexi Cap Fund - Direct Growth,01-08-2023,61.59980
Parag Parikh Flexi Cap Fund - Direct Growth,31-07-2023,61.60340
Parag Parikh Flexi Cap Fund - Direct Growth,28-07-2023,61.31750
Parag Parikh Flexi Cap Fund - Direct Growth,27-07-2023,60.99910
Parag Parikh Flexi Cap Fund - Direct Growth,26-07-2023,61.03110
Parag Parikh Flexi Cap Fund - Direct Growth,25-07-2023,60.74600
Parag Parikh Flexi Cap Fund - Direct Growth,24-07-2023,60.53480
Parag Parikh Flexi Cap Fund - Direct Growth,21-07-2023,60.64820
Parag Parikh Flexi Cap Fund - Direct Growth,20-07-2023,61.05910
Parag Parikh Flexi Cap Fund - Direct Growth,19-07-2023,61.07340
Parag Parikh Flexi Cap Fund - Direct Growth,18-07-2023,60.85710
Parag Parikh Flexi Cap Fund - Direct Growth,17-07-2023,60.81530
Parag Parikh Flexi Cap Fund - Direct Growth,14-07-2023,60.63560
